image,mask
RIGA/BinRushed/BinRushed1/image33.tif,RIGA-mask/BinRushed/BinRushed1/image33.tif
RIGA/BinRushed/BinRushed1/image35.tif,RIGA-mask/BinRushed/BinRushed1/image35.tif
RIGA/BinRushed/BinRushed1/image36.tif,RIGA-mask/BinRushed/BinRushed1/image36.tif
RIGA/BinRushed/BinRushed1/image37.tif,RIGA-mask/BinRushed/BinRushed1/image37.tif
RIGA/BinRushed/BinRushed1/image38.tif,RIGA-mask/BinRushed/BinRushed1/image38.tif
RIGA/BinRushed/BinRushed1/image39.tif,RIGA-mask/BinRushed/BinRushed1/image39.tif
RIGA/BinRushed/BinRushed1/image40.tif,RIGA-mask/BinRushed/BinRushed1/image40.tif
RIGA/BinRushed/BinRushed1/image41.tif,RIGA-mask/BinRushed/BinRushed1/image41.tif
RIGA/BinRushed/BinRushed1/image42.tif,RIGA-mask/BinRushed/BinRushed1/image42.tif
RIGA/BinRushed/BinRushed1/image43.tif,RIGA-mask/BinRushed/BinRushed1/image43.tif
RIGA/BinRushed/BinRushed1/image44.tif,RIGA-mask/BinRushed/BinRushed1/image44.tif
RIGA/BinRushed/BinRushed1/image45.tif,RIGA-mask/BinRushed/BinRushed1/image45.tif
RIGA/BinRushed/BinRushed1/image46.tif,RIGA-mask/BinRushed/BinRushed1/image46.tif
RIGA/BinRushed/BinRushed1/image47.tif,RIGA-mask/BinRushed/BinRushed1/image47.tif
RIGA/BinRushed/BinRushed1/image48.tif,RIGA-mask/BinRushed/BinRushed1/image48.tif
RIGA/BinRushed/BinRushed1/image49.tif,RIGA-mask/BinRushed/BinRushed1/image49.tif
RIGA/BinRushed/BinRushed1/image5.tif,RIGA-mask/BinRushed/BinRushed1/image5.tif
RIGA/BinRushed/BinRushed1/image50.tif,RIGA-mask/BinRushed/BinRushed1/image50.tif
RIGA/BinRushed/BinRushed1/image6.tif,RIGA-mask/BinRushed/BinRushed1/image6.tif
RIGA/BinRushed/BinRushed1/image8.tif,RIGA-mask/BinRushed/BinRushed1/image8.tif
RIGA/BinRushed/BinRushed1/image9.tif,RIGA-mask/BinRushed/BinRushed1/image9.tif
RIGA/BinRushed/BinRushed2/image10.tif,RIGA-mask/BinRushed/BinRushed2/image10.tif
RIGA/BinRushed/BinRushed2/image12.tif,RIGA-mask/BinRushed/BinRushed2/image12.tif
RIGA/BinRushed/BinRushed2/image13.tif,RIGA-mask/BinRushed/BinRushed2/image13.tif
RIGA/BinRushed/BinRushed2/image16.tif,RIGA-mask/BinRushed/BinRushed2/image16.tif
RIGA/BinRushed/BinRushed2/image17.tif,RIGA-mask/BinRushed/BinRushed2/image17.tif
RIGA/BinRushed/BinRushed2/image18.tif,RIGA-mask/BinRushed/BinRushed2/image18.tif
RIGA/BinRushed/BinRushed2/image19.tif,RIGA-mask/BinRushed/BinRushed2/image19.tif
RIGA/BinRushed/BinRushed2/image20.tif,RIGA-mask/BinRushed/BinRushed2/image20.tif
RIGA/BinRushed/BinRushed2/image21.tif,RIGA-mask/BinRushed/BinRushed2/image21.tif
RIGA/BinRushed/BinRushed2/image22.tif,RIGA-mask/BinRushed/BinRushed2/image22.tif
RIGA/BinRushed/BinRushed2/image23.tif,RIGA-mask/BinRushed/BinRushed2/image23.tif
RIGA/BinRushed/BinRushed2/image24.tif,RIGA-mask/BinRushed/BinRushed2/image24.tif
RIGA/BinRushed/BinRushed2/image27.tif,RIGA-mask/BinRushed/BinRushed2/image27.tif
RIGA/BinRushed/BinRushed2/image29.tif,RIGA-mask/BinRushed/BinRushed2/image29.tif
RIGA/BinRushed/BinRushed2/image3.tif,RIGA-mask/BinRushed/BinRushed2/image3.tif
RIGA/BinRushed/BinRushed2/image31.tif,RIGA-mask/BinRushed/BinRushed2/image31.tif
RIGA/BinRushed/BinRushed2/image32.tif,RIGA-mask/BinRushed/BinRushed2/image32.tif
RIGA/BinRushed/BinRushed2/image33.tif,RIGA-mask/BinRushed/BinRushed2/image33.tif
RIGA/BinRushed/BinRushed2/image34.tif,RIGA-mask/BinRushed/BinRushed2/image34.tif
RIGA/BinRushed/BinRushed2/image36.tif,RIGA-mask/BinRushed/BinRushed2/image36.tif
RIGA/BinRushed/BinRushed2/image37.tif,RIGA-mask/BinRushed/BinRushed2/image37.tif
RIGA/BinRushed/BinRushed2/image38.tif,RIGA-mask/BinRushed/BinRushed2/image38.tif
RIGA/BinRushed/BinRushed2/image39.tif,RIGA-mask/BinRushed/BinRushed2/image39.tif
RIGA/BinRushed/BinRushed2/image4.tif,RIGA-mask/BinRushed/BinRushed2/image4.tif
RIGA/BinRushed/BinRushed2/image40.tif,RIGA-mask/BinRushed/BinRushed2/image40.tif
RIGA/BinRushed/BinRushed2/image41.tif,RIGA-mask/BinRushed/BinRushed2/image41.tif
RIGA/BinRushed/BinRushed2/image42.tif,RIGA-mask/BinRushed/BinRushed2/image42.tif
RIGA/BinRushed/BinRushed2/image43.tif,RIGA-mask/BinRushed/BinRushed2/image43.tif
RIGA/BinRushed/BinRushed2/image44.tif,RIGA-mask/BinRushed/BinRushed2/image44.tif
RIGA/BinRushed/BinRushed2/image45.tif,RIGA-mask/BinRushed/BinRushed2/image45.tif
RIGA/BinRushed/BinRushed2/image46.tif,RIGA-mask/BinRushed/BinRushed2/image46.tif
RIGA/BinRushed/BinRushed2/image47.tif,RIGA-mask/BinRushed/BinRushed2/image47.tif
RIGA/BinRushed/BinRushed2/image6.tif,RIGA-mask/BinRushed/BinRushed2/image6.tif
RIGA/BinRushed/BinRushed2/image7.tif,RIGA-mask/BinRushed/BinRushed2/image7.tif
RIGA/BinRushed/BinRushed2/image8.tif,RIGA-mask/BinRushed/BinRushed2/image8.tif
RIGA/BinRushed/BinRushed2/image9.tif,RIGA-mask/BinRushed/BinRushed2/image9.tif
RIGA/BinRushed/BinRushed3/image1.tif,RIGA-mask/BinRushed/BinRushed3/image1.tif
RIGA/BinRushed/BinRushed3/image11.tif,RIGA-mask/BinRushed/BinRushed3/image11.tif
RIGA/BinRushed/BinRushed3/image13.tif,RIGA-mask/BinRushed/BinRushed3/image13.tif
RIGA/BinRushed/BinRushed3/image16.tif,RIGA-mask/BinRushed/BinRushed3/image16.tif
RIGA/BinRushed/BinRushed3/image17.tif,RIGA-mask/BinRushed/BinRushed3/image17.tif
RIGA/BinRushed/BinRushed3/image18.tif,RIGA-mask/BinRushed/BinRushed3/image18.tif
RIGA/BinRushed/BinRushed3/image19.tif,RIGA-mask/BinRushed/BinRushed3/image19.tif
RIGA/BinRushed/BinRushed3/image2.tif,RIGA-mask/BinRushed/BinRushed3/image2.tif
RIGA/BinRushed/BinRushed3/image20.tif,RIGA-mask/BinRushed/BinRushed3/image20.tif
RIGA/BinRushed/BinRushed3/image22.tif,RIGA-mask/BinRushed/BinRushed3/image22.tif
RIGA/BinRushed/BinRushed3/image23.tif,RIGA-mask/BinRushed/BinRushed3/image23.tif
RIGA/BinRushed/BinRushed3/image24.tif,RIGA-mask/BinRushed/BinRushed3/image24.tif
RIGA/BinRushed/BinRushed3/image25.tif,RIGA-mask/BinRushed/BinRushed3/image25.tif
RIGA/BinRushed/BinRushed3/image26.tif,RIGA-mask/BinRushed/BinRushed3/image26.tif
RIGA/BinRushed/BinRushed3/image27.tif,RIGA-mask/BinRushed/BinRushed3/image27.tif
RIGA/BinRushed/BinRushed3/image29.tif,RIGA-mask/BinRushed/BinRushed3/image29.tif
RIGA/BinRushed/BinRushed3/image3.tif,RIGA-mask/BinRushed/BinRushed3/image3.tif
RIGA/BinRushed/BinRushed3/image30.tif,RIGA-mask/BinRushed/BinRushed3/image30.tif
RIGA/BinRushed/BinRushed3/image31.tif,RIGA-mask/BinRushed/BinRushed3/image31.tif
RIGA/BinRushed/BinRushed3/image33.tif,RIGA-mask/BinRushed/BinRushed3/image33.tif
RIGA/BinRushed/BinRushed3/image34.tif,RIGA-mask/BinRushed/BinRushed3/image34.tif
RIGA/BinRushed/BinRushed3/image36.tif,RIGA-mask/BinRushed/BinRushed3/image36.tif
RIGA/BinRushed/BinRushed3/image37.tif,RIGA-mask/BinRushed/BinRushed3/image37.tif
RIGA/BinRushed/BinRushed3/image39.tif,RIGA-mask/BinRushed/BinRushed3/image39.tif
RIGA/BinRushed/BinRushed3/image4.tif,RIGA-mask/BinRushed/BinRushed3/image4.tif
RIGA/BinRushed/BinRushed3/image40.tif,RIGA-mask/BinRushed/BinRushed3/image40.tif
RIGA/BinRushed/BinRushed3/image41.tif,RIGA-mask/BinRushed/BinRushed3/image41.tif
RIGA/BinRushed/BinRushed3/image42.tif,RIGA-mask/BinRushed/BinRushed3/image42.tif
RIGA/BinRushed/BinRushed3/image43.tif,RIGA-mask/BinRushed/BinRushed3/image43.tif
RIGA/BinRushed/BinRushed3/image47.tif,RIGA-mask/BinRushed/BinRushed3/image47.tif
RIGA/BinRushed/BinRushed3/image5.tif,RIGA-mask/BinRushed/BinRushed3/image5.tif
RIGA/BinRushed/BinRushed3/image8.tif,RIGA-mask/BinRushed/BinRushed3/image8.tif
RIGA/BinRushed/BinRushed3/image9.tif,RIGA-mask/BinRushed/BinRushed3/image9.tif
RIGA/BinRushed/BinRushed4/image1.tif,RIGA-mask/BinRushed/BinRushed4/image1.tif
RIGA/BinRushed/BinRushed4/image10.tif,RIGA-mask/BinRushed/BinRushed4/image10.tif
RIGA/BinRushed/BinRushed4/image11.tif,RIGA-mask/BinRushed/BinRushed4/image11.tif
RIGA/BinRushed/BinRushed4/image12.tif,RIGA-mask/BinRushed/BinRushed4/image12.tif
RIGA/BinRushed/BinRushed4/image13.tif,RIGA-mask/BinRushed/BinRushed4/image13.tif
RIGA/BinRushed/BinRushed4/image14.tif,RIGA-mask/BinRushed/BinRushed4/image14.tif
RIGA/BinRushed/BinRushed4/image15.tif,RIGA-mask/BinRushed/BinRushed4/image15.tif
RIGA/BinRushed/BinRushed4/image17.tif,RIGA-mask/BinRushed/BinRushed4/image17.tif
RIGA/BinRushed/BinRushed4/image18.tif,RIGA-mask/BinRushed/BinRushed4/image18.tif
RIGA/BinRushed/BinRushed4/image19.tif,RIGA-mask/BinRushed/BinRushed4/image19.tif
RIGA/BinRushed/BinRushed4/image2.tif,RIGA-mask/BinRushed/BinRushed4/image2.tif
RIGA/BinRushed/BinRushed4/image20.tif,RIGA-mask/BinRushed/BinRushed4/image20.tif
RIGA/BinRushed/BinRushed4/image21.tif,RIGA-mask/BinRushed/BinRushed4/image21.tif
RIGA/BinRushed/BinRushed4/image22.tif,RIGA-mask/BinRushed/BinRushed4/image22.tif
RIGA/BinRushed/BinRushed4/image23.tif,RIGA-mask/BinRushed/BinRushed4/image23.tif
RIGA/BinRushed/BinRushed4/image24.tif,RIGA-mask/BinRushed/BinRushed4/image24.tif
RIGA/BinRushed/BinRushed4/image25.tif,RIGA-mask/BinRushed/BinRushed4/image25.tif
RIGA/BinRushed/BinRushed4/image27.tif,RIGA-mask/BinRushed/BinRushed4/image27.tif
RIGA/BinRushed/BinRushed4/image28.tif,RIGA-mask/BinRushed/BinRushed4/image28.tif
RIGA/BinRushed/BinRushed4/image3.tif,RIGA-mask/BinRushed/BinRushed4/image3.tif
RIGA/BinRushed/BinRushed4/image30.tif,RIGA-mask/BinRushed/BinRushed4/image30.tif
RIGA/BinRushed/BinRushed4/image32.tif,RIGA-mask/BinRushed/BinRushed4/image32.tif
RIGA/BinRushed/BinRushed4/image33.tif,RIGA-mask/BinRushed/BinRushed4/image33.tif
RIGA/BinRushed/BinRushed4/image34.tif,RIGA-mask/BinRushed/BinRushed4/image34.tif
RIGA/BinRushed/BinRushed4/image35.tif,RIGA-mask/BinRushed/BinRushed4/image35.tif
RIGA/BinRushed/BinRushed4/image36.tif,RIGA-mask/BinRushed/BinRushed4/image36.tif
RIGA/BinRushed/BinRushed4/image37.tif,RIGA-mask/BinRushed/BinRushed4/image37.tif
RIGA/BinRushed/BinRushed4/image38.tif,RIGA-mask/BinRushed/BinRushed4/image38.tif
RIGA/BinRushed/BinRushed4/image39.tif,RIGA-mask/BinRushed/BinRushed4/image39.tif
RIGA/BinRushed/BinRushed4/image4.tif,RIGA-mask/BinRushed/BinRushed4/image4.tif
RIGA/BinRushed/BinRushed4/image40.tif,RIGA-mask/BinRushed/BinRushed4/image40.tif
RIGA/BinRushed/BinRushed4/image41.tif,RIGA-mask/BinRushed/BinRushed4/image41.tif
RIGA/BinRushed/BinRushed4/image42.tif,RIGA-mask/BinRushed/BinRushed4/image42.tif
RIGA/BinRushed/BinRushed4/image43.tif,RIGA-mask/BinRushed/BinRushed4/image43.tif
RIGA/BinRushed/BinRushed4/image44.tif,RIGA-mask/BinRushed/BinRushed4/image44.tif
RIGA/BinRushed/BinRushed4/image45.tif,RIGA-mask/BinRushed/BinRushed4/image45.tif
RIGA/BinRushed/BinRushed4/image46.tif,RIGA-mask/BinRushed/BinRushed4/image46.tif
RIGA/BinRushed/BinRushed4/image47.tif,RIGA-mask/BinRushed/BinRushed4/image47.tif
RIGA/BinRushed/BinRushed4/image49.tif,RIGA-mask/BinRushed/BinRushed4/image49.tif
RIGA/BinRushed/BinRushed4/image5.tif,RIGA-mask/BinRushed/BinRushed4/image5.tif
RIGA/BinRushed/BinRushed4/image50.tif,RIGA-mask/BinRushed/BinRushed4/image50.tif
RIGA/BinRushed/BinRushed4/image51.tif,RIGA-mask/BinRushed/BinRushed4/image51.tif
RIGA/BinRushed/BinRushed4/image7.tif,RIGA-mask/BinRushed/BinRushed4/image7.tif
RIGA/BinRushed/BinRushed4/image9.tif,RIGA-mask/BinRushed/BinRushed4/image9.tif
